PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Hash
594,0,3,female,,0,2,364848,7.75,,Q,7c30ec20
595,0,2,male,37.0,1,0,SC/AH 29037,26.0,,S,e2e63de2
596,0,3,male,36.0,1,1,345773,24.15,,S,81503638
597,1,2,female,,0,0,248727,33.0,,S,538c6f56
598,0,3,male,49.0,0,0,LINE,0.0,,S,e939d962
599,0,3,male,,0,0,2664,7.225,,C,ff18dbc2
600,1,1,male,49.0,1,0,PC 17485,56.9292,A20,C,a8f23642
601,1,2,female,24.0,2,1,243847,27.0,,S,8867f25f
602,0,3,male,,0,0,349214,7.8958,,S,274b01d7
603,0,1,male,,0,0,113796,42.4,,S,53b17196
604,0,3,male,44.0,0,0,364511,8.05,,S,d26af516
605,1,1,male,35.0,0,0,111426,26.55,,C,6fbb8f34
606,0,3,male,36.0,1,0,349910,15.55,,S,62a9a5fc
607,0,3,male,30.0,0,0,349246,7.8958,,S,810ef56a
608,1,1,male,27.0,0,0,113804,30.5,,S,cc286f20
609,1,2,female,22.0,1,2,SC/Paris 2123,41.5792,,C,b1784c17
610,1,1,female,40.0,0,0,PC 17582,153.4625,C125,S,d4fc652e
611,0,3,female,39.0,1,5,347082,31.275,,S,5dc6eabb
612,0,3,male,,0,0,SOTON/O.Q. 3101305,7.05,,S,92308fde
613,1,3,female,,1,0,367230,15.5,,Q,a38369c1
614,0,3,male,,0,0,370377,7.75,,Q,5d763816
615,0,3,male,35.0,0,0,364512,8.05,,S,f37984ce
616,1,2,female,24.0,1,2,220845,65.0,,S,6829697a
617,0,3,male,34.0,1,1,347080,14.4,,S,453f49fa
618,0,3,female,26.0,1,0,A/5. 3336,16.1,,S,98ce1e1d
619,1,2,female,4.0,2,1,230136,39.0,F4,S,3e58ae98
620,0,2,male,26.0,0,0,31028,10.5,,S,86349156
621,0,3,male,27.0,1,0,2659,14.4542,,C,19043a58
622,1,1,male,42.0,1,0,11753,52.5542,D19,S,656ebf95
623,1,3,male,20.0,1,1,2653,15.7417,,C,247c56df
624,0,3,male,21.0,0,0,350029,7.8542,,S,645af132
625,0,3,male,21.0,0,0,54636,16.1,,S,bbfbc2e0
626,0,1,male,61.0,0,0,36963,32.3208,D50,S,cb690458
627,0,2,male,57.0,0,0,219533,12.35,,Q,0c425bd0
628,1,1,female,21.0,0,0,13502,77.9583,D9,S,07234507
629,0,3,male,26.0,0,0,349224,7.8958,,S,d98ccca2
630,0,3,male,,0,0,334912,7.7333,,Q,35323e1d
631,1,1,male,80.0,0,0,27042,30.0,A23,S,1d1d69ce
632,0,3,male,51.0,0,0,347743,7.0542,,S,cf80bc3b
633,1,1,male,32.0,0,0,13214,30.5,B50,C,112c3736
634,0,1,male,,0,0,112052,0.0,,S,a19be479
635,0,3,female,9.0,3,2,347088,27.9,,S,ae82544d
636,1,2,female,28.0,0,0,237668,13.0,,S,22ad48dc
637,0,3,male,32.0,0,0,STON/O 2. 3101292,7.925,,S,9939fa10
638,0,2,male,31.0,1,1,C.A. 31921,26.25,,S,3c28afaf
639,0,3,female,41.0,0,5,3101295,39.6875,,S,7439720c
640,0,3,male,,1,0,376564,16.1,,S,449ef5d2
641,0,3,male,20.0,0,0,350050,7.8542,,S,1b502a60
642,1,1,female,24.0,0,0,PC 17477,69.3,B35,C,7678fb9f
643,0,3,female,2.0,3,2,347088,27.9,,S,1eb6305e
644,1,3,male,,0,0,1601,56.4958,,S,f3a32bc3
645,1,3,female,0.75,2,1,2666,19.2583,,C,3f626c3b
646,1,1,male,48.0,1,0,PC 17572,76.7292,D33,C,bc559284
647,0,3,male,19.0,0,0,349231,7.8958,,S,1ad985d2
648,1,1,male,56.0,0,0,13213,35.5,A26,C,7aaefe70
649,0,3,male,,0,0,S.O./P.P. 751,7.55,,S,a76c5565
650,1,3,female,23.0,0,0,CA. 2314,7.55,,S,b8c3d7a5
651,0,3,male,,0,0,349221,7.8958,,S,6cf24f72
652,1,2,female,18.0,0,1,231919,23.0,,S,32c7d919
653,0,3,male,21.0,0,0,8475,8.4333,,S,54466da8
654,1,3,female,,0,0,330919,7.8292,,Q,b57df950
655,0,3,female,18.0,0,0,365226,6.75,,Q,08669400
656,0,2,male,24.0,2,0,S.O.C. 14879,73.5,,S,3509fab8
657,0,3,male,,0,0,349223,7.8958,,S,05187331
658,0,3,female,32.0,1,1,364849,15.5,,Q,57d46593
659,0,2,male,23.0,0,0,29751,13.0,,S,7daa934c
660,0,1,male,58.0,0,2,35273,113.275,D48,C,3d8691fc
661,1,1,male,50.0,2,0,PC 17611,133.65,,S,1e2c3953
662,0,3,male,40.0,0,0,2623,7.225,,C,4ed4b739
663,0,1,male,47.0,0,0,5727,25.5875,E58,S,52077871
664,0,3,male,36.0,0,0,349210,7.4958,,S,47ae4890
665,1,3,male,20.0,1,0,STON/O 2. 3101285,7.925,,S,25468362
666,0,2,male,32.0,2,0,S.O.C. 14879,73.5,,S,ad7f2958
667,0,2,male,25.0,0,0,234686,13.0,,S,9372c8b0
668,0,3,male,,0,0,312993,7.775,,S,d66d6beb
669,0,3,male,43.0,0,0,A/5 3536,8.05,,S,3027ae16
670,1,1,female,,1,0,19996,52.0,C126,S,19893371
671,1,2,female,40.0,1,1,29750,39.0,,S,81d22e69
672,0,1,male,31.0,1,0,F.C. 12750,52.0,B71,S,4a344bf6
673,0,2,male,70.0,0,0,C.A. 24580,10.5,,S,87330728
674,1,2,male,31.0,0,0,244270,13.0,,S,a355857c
675,0,2,male,,0,0,239856,0.0,,S,97b9ff3f
676,0,3,male,18.0,0,0,349912,7.775,,S,01788f3b
677,0,3,male,24.5,0,0,342826,8.05,,S,6cbda2c3
678,1,3,female,18.0,0,0,4138,9.8417,,S,74e8664a
679,0,3,female,43.0,1,6,CA 2144,46.9,,S,d9ed48ac
680,1,1,male,36.0,0,1,PC 17755,512.3292,B51 B53 B55,C,55a71b88
681,0,3,female,,0,0,330935,8.1375,,Q,008151d7
682,1,1,male,27.0,0,0,PC 17572,76.7292,D49,C,b8438b28
683,0,3,male,20.0,0,0,6563,9.225,,S,4decaeb6
684,0,3,male,14.0,5,2,CA 2144,46.9,,S,6c52c99a
685,0,2,male,60.0,1,1,29750,39.0,,S,52169e56
686,0,2,male,25.0,1,2,SC/Paris 2123,41.5792,,C,d0ee488e
687,0,3,male,14.0,4,1,3101295,39.6875,,S,8bedf768
688,0,3,male,19.0,0,0,349228,10.1708,,S,bea49cfd
689,0,3,male,18.0,0,0,350036,7.7958,,S,4ff4ee9d
690,1,1,female,15.0,0,1,24160,211.3375,B5,S,9c009813
691,1,1,male,31.0,1,0,17474,57.0,B20,S,e779c2f0
692,1,3,female,4.0,0,1,349256,13.4167,,C,e3345998
693,1,3,male,,0,0,1601,56.4958,,S,de50f2cb
694,0,3,male,25.0,0,0,2672,7.225,,C,cc989349
695,0,1,male,60.0,0,0,113800,26.55,,S,b64728da
696,0,2,male,52.0,0,0,248731,13.5,,S,5989d118
697,0,3,male,44.0,0,0,363592,8.05,,S,21b9b938
698,1,3,female,,0,0,35852,7.7333,,Q,a1d348cc
699,0,1,male,49.0,1,1,17421,110.8833,C68,C,f47301c9
700,0,3,male,42.0,0,0,348121,7.65,F G63,S,a707bb15
701,1,1,female,18.0,1,0,PC 17757,227.525,C62 C64,C,50c7c231
702,1,1,male,35.0,0,0,PC 17475,26.2875,E24,S,b20542c1
703,0,3,female,18.0,0,1,2691,14.4542,,C,0f748dfd
704,0,3,male,25.0,0,0,36864,7.7417,,Q,2e7c0b78
705,0,3,male,26.0,1,0,350025,7.8542,,S,b51e9b7e
706,0,2,male,39.0,0,0,250655,26.0,,S,8c85cbce
707,1,2,female,45.0,0,0,223596,13.5,,S,05119957
708,1,1,male,42.0,0,0,PC 17476,26.2875,E24,S,0597d25e
709,1,1,female,22.0,0,0,113781,151.55,,S,78204c71
710,1,3,male,,1,1,2661,15.2458,,C,89b444cd
711,1,1,female,24.0,0,0,PC 17482,49.5042,C90,C,0b6a7105
712,0,1,male,,0,0,113028,26.55,C124,S,740a4730
713,1,1,male,48.0,1,0,19996,52.0,C126,S,1681423d
714,0,3,male,29.0,0,0,7545,9.4833,,S,82dc923b
715,0,2,male,52.0,0,0,250647,13.0,,S,49a9eb5b
716,0,3,male,19.0,0,0,348124,7.65,F G73,S,54c1fcd5
717,1,1,female,38.0,0,0,PC 17757,227.525,C45,C,c1de2d8b
718,1,2,female,27.0,0,0,34218,10.5,E101,S,ec8da009
719,0,3,male,,0,0,36568,15.5,,Q,722ce133
720,0,3,male,33.0,0,0,347062,7.775,,S,25e15723
721,1,2,female,6.0,0,1,248727,33.0,,S,c137c1cf
722,0,3,male,17.0,1,0,350048,7.0542,,S,10943144
723,0,2,male,34.0,0,0,12233,13.0,,S,a741d2bc
724,0,2,male,50.0,0,0,250643,13.0,,S,d599cf64
725,1,1,male,27.0,1,0,113806,53.1,E8,S,e358882a
726,0,3,male,20.0,0,0,315094,8.6625,,S,98fef60c
727,1,2,female,30.0,3,0,31027,21.0,,S,36d543e2
728,1,3,female,,0,0,36866,7.7375,,Q,253304d8
729,0,2,male,25.0,1,0,236853,26.0,,S,f5b560dd
730,0,3,female,25.0,1,0,STON/O2. 3101271,7.925,,S,ba6591cb
731,1,1,female,29.0,0,0,24160,211.3375,B5,S,d0c662bc
732,0,3,male,11.0,0,0,2699,18.7875,,C,40abf7c7
733,0,2,male,,0,0,239855,0.0,,S,68f0f567
734,0,2,male,23.0,0,0,28425,13.0,,S,20b0dc44
735,0,2,male,23.0,0,0,233639,13.0,,S,be397f50
736,0,3,male,28.5,0,0,54636,16.1,,S,ca12c6f2
737,0,3,female,48.0,1,3,W./C. 6608,34.375,,S,7b8cb670
738,1,1,male,35.0,0,0,PC 17755,512.3292,B101,C,4638f047
739,0,3,male,,0,0,349201,7.8958,,S,f2ae23dc
740,0,3,male,,0,0,349218,7.8958,,S,7b3a0dd3
741,1,1,male,,0,0,16988,30.0,D45,S,07d0e516
742,0,1,male,36.0,1,0,19877,78.85,C46,S,58c33b15
743,1,1,female,21.0,2,2,PC 17608,262.375,B57 B59 B63 B66,C,0a668817
744,0,3,male,24.0,1,0,376566,16.1,,S,f73e62e8
745,1,3,male,31.0,0,0,STON/O 2. 3101288,7.925,,S,c32e924f
746,0,1,male,70.0,1,1,WE/P 5735,71.0,B22,S,449885c7
747,0,3,male,16.0,1,1,C.A. 2673,20.25,,S,d4367c58
748,1,2,female,30.0,0,0,250648,13.0,,S,57a6abe2
749,0,1,male,19.0,1,0,113773,53.1,D30,S,4769164e
750,0,3,male,31.0,0,0,335097,7.75,,Q,90df8f1c
751,1,2,female,4.0,1,1,29103,23.0,,S,2cfe18ec
752,1,3,male,6.0,0,1,392096,12.475,E121,S,feefce2c
753,0,3,male,33.0,0,0,345780,9.5,,S,e23d5c84
754,0,3,male,23.0,0,0,349204,7.8958,,S,6142714a
755,1,2,female,48.0,1,2,220845,65.0,,S,29932759
756,1,2,male,0.67,1,1,250649,14.5,,S,877084ed
757,0,3,male,28.0,0,0,350042,7.7958,,S,28d1024c
758,0,2,male,18.0,0,0,29108,11.5,,S,0459ff3f
759,0,3,male,34.0,0,0,363294,8.05,,S,eeb18254
760,1,1,female,33.0,0,0,110152,86.5,B77,S,a2214c28
761,0,3,male,,0,0,358585,14.5,,S,cb3f6418
762,0,3,male,41.0,0,0,SOTON/O2 3101272,7.125,,S,fd76041a
763,1,3,male,20.0,0,0,2663,7.2292,,C,0a2bc680
764,1,1,female,36.0,1,2,113760,120.0,B96 B98,S,e094c0a2
765,0,3,male,16.0,0,0,347074,7.775,,S,d585078f
766,1,1,female,51.0,1,0,13502,77.9583,D11,S,27af1b33
767,0,1,male,,0,0,112379,39.6,,C,a923fa91
768,0,3,female,30.5,0,0,364850,7.75,,Q,aa86f04f
769,0,3,male,,1,0,371110,24.15,,Q,2a24fc7b
770,0,3,male,32.0,0,0,8471,8.3625,,S,c789f134
771,0,3,male,24.0,0,0,345781,9.5,,S,eaf71c4c
772,0,3,male,48.0,0,0,350047,7.8542,,S,e0ddce3e
773,0,2,female,57.0,0,0,S.O./P.P. 3,10.5,E77,S,d6ebfee7
774,0,3,male,,0,0,2674,7.225,,C,61aefb71
775,1,2,female,54.0,1,3,29105,23.0,,S,be3795ac
776,0,3,male,18.0,0,0,347078,7.75,,S,bad3aa5b
777,0,3,male,,0,0,383121,7.75,F38,Q,97ebdac5
778,1,3,female,5.0,0,0,364516,12.475,,S,eeda608a
779,0,3,male,,0,0,36865,7.7375,,Q,6c7974b6
780,1,1,female,43.0,0,1,24160,211.3375,B3,S,6a0d23a7
781,1,3,female,13.0,0,0,2687,7.2292,,C,d8e15471
782,1,1,female,17.0,1,0,17474,57.0,B20,S,87d32158
783,0,1,male,29.0,0,0,113501,30.0,D6,S,fce347fb
784,0,3,male,,1,2,W./C. 6607,23.45,,S,c41d0b28
785,0,3,male,25.0,0,0,SOTON/O.Q. 3101312,7.05,,S,64153de6
786,0,3,male,25.0,0,0,374887,7.25,,S,0e34241c
787,1,3,female,18.0,0,0,3101265,7.4958,,S,f48c3369
788,0,3,male,8.0,4,1,382652,29.125,,Q,1ea8a07e
789,1,3,male,1.0,1,2,C.A. 2315,20.575,,S,b91ee621
790,0,1,male,46.0,0,0,PC 17593,79.2,B82 B84,C,9da1d900
791,0,3,male,,0,0,12460,7.75,,Q,94557e11
792,0,2,male,16.0,0,0,239865,26.0,,S,646850a9
793,0,3,female,,8,2,CA. 2343,69.55,,S,a2815842
794,0,1,male,,0,0,PC 17600,30.6958,,C,d0c3f86c
795,0,3,male,25.0,0,0,349203,7.8958,,S,61e3a0a7
796,0,2,male,39.0,0,0,28213,13.0,,S,6167ed6d
797,1,1,female,49.0,0,0,17465,25.9292,D17,S,a29612c4
798,1,3,female,31.0,0,0,349244,8.6833,,S,68d06383
799,0,3,male,30.0,0,0,2685,7.2292,,C,facadebe
800,0,3,female,30.0,1,1,345773,24.15,,S,7fe4e301
801,0,2,male,34.0,0,0,250647,13.0,,S,415df9fe
802,1,2,female,31.0,1,1,C.A. 31921,26.25,,S,846af910
803,1,1,male,11.0,1,2,113760,120.0,B96 B98,S,244d9c46
804,1,3,male,0.42,0,1,2625,8.5167,,C,e64887cc
805,1,3,male,27.0,0,0,347089,6.975,,S,9b095620
806,0,3,male,31.0,0,0,347063,7.775,,S,b74b47fa
807,0,1,male,39.0,0,0,112050,0.0,A36,S,6228ec9e
808,0,3,female,18.0,0,0,347087,7.775,,S,77b276ad
809,0,2,male,39.0,0,0,248723,13.0,,S,2b5c1e10
810,1,1,female,33.0,1,0,113806,53.1,E8,S,7d713bbe
811,0,3,male,26.0,0,0,3474,7.8875,,S,76e518cf
812,0,3,male,39.0,0,0,A/4 48871,24.15,,S,03224ef4
813,0,2,male,35.0,0,0,28206,10.5,,S,b34924da
814,0,3,female,6.0,4,2,347082,31.275,,S,ff5ade70
815,0,3,male,30.5,0,0,364499,8.05,,S,ccbc0533
816,0,1,male,,0,0,112058,0.0,B102,S,fd6c5e91
817,0,3,female,23.0,0,0,STON/O2. 3101290,7.925,,S,cbadcb1b
818,0,2,male,31.0,1,1,S.C./PARIS 2079,37.0042,,C,1f4fa94a
819,0,3,male,43.0,0,0,C 7075,6.45,,S,47bc2974
820,0,3,male,10.0,3,2,347088,27.9,,S,c4573bc7
821,1,1,female,52.0,1,1,12749,93.5,B69,S,3a8d246e
822,1,3,male,27.0,0,0,315098,8.6625,,S,8a95c9e7
823,0,1,male,38.0,0,0,19972,0.0,,S,9f5f178a
824,1,3,female,27.0,0,1,392096,12.475,E121,S,9c959eab
825,0,3,male,2.0,4,1,3101295,39.6875,,S,db03e593
826,0,3,male,,0,0,368323,6.95,,Q,f25e8706
827,0,3,male,,0,0,1601,56.4958,,S,6cf0386d
828,1,2,male,1.0,0,2,S.C./PARIS 2079,37.0042,,C,993c2c31
829,1,3,male,,0,0,367228,7.75,,Q,4752cf1e
830,1,1,female,62.0,0,0,113572,80.0,B28,,da6f8cf4
831,1,3,female,15.0,1,0,2659,14.4542,,C,a6b5ee2d
832,1,2,male,0.83,1,1,29106,18.75,,S,66dadc95
833,0,3,male,,0,0,2671,7.2292,,C,8cbaa742
834,0,3,male,23.0,0,0,347468,7.8542,,S,a45bc130
835,0,3,male,18.0,0,0,2223,8.3,,S,8769c464
836,1,1,female,39.0,1,1,PC 17756,83.1583,E49,C,adccff39
837,0,3,male,21.0,0,0,315097,8.6625,,S,dfd6fda1
838,0,3,male,,0,0,392092,8.05,,S,4a8f3696
839,1,3,male,32.0,0,0,1601,56.4958,,S,c0263a09
840,1,1,male,,0,0,11774,29.7,C47,C,88089b11
841,0,3,male,20.0,0,0,SOTON/O2 3101287,7.925,,S,241f73ab
842,0,2,male,16.0,0,0,S.O./P.P. 3,10.5,,S,84058bc1
843,1,1,female,30.0,0,0,113798,31.0,,C,694e4d99
844,0,3,male,34.5,0,0,2683,6.4375,,C,dd19aa49
845,0,3,male,17.0,0,0,315090,8.6625,,S,5580d111
846,0,3,male,42.0,0,0,C.A. 5547,7.55,,S,c9107f58
847,0,3,male,,8,2,CA. 2343,69.55,,S,c990204f
848,0,3,male,35.0,0,0,349213,7.8958,,C,c5ce1e50
849,0,2,male,28.0,0,1,248727,33.0,,S,a441d989
850,1,1,female,,1,0,17453,89.1042,C92,C,3561e23b
851,0,3,male,4.0,4,2,347082,31.275,,S,3ae95d79
852,0,3,male,74.0,0,0,347060,7.775,,S,ff67d7e5
853,0,3,female,9.0,1,1,2678,15.2458,,C,217c01a2
854,1,1,female,16.0,0,1,PC 17592,39.4,D28,S,d0f57e4e
855,0,2,female,44.0,1,0,244252,26.0,,S,dd4e89c5
856,1,3,female,18.0,0,1,392091,9.35,,S,4c724f68
857,1,1,female,45.0,1,1,36928,164.8667,,S,c071cdf8
858,1,1,male,51.0,0,0,113055,26.55,E17,S,d071de3a
859,1,3,female,24.0,0,3,2666,19.2583,,C,355c9a1a
860,0,3,male,,0,0,2629,7.2292,,C,37957a45
861,0,3,male,41.0,2,0,350026,14.1083,,S,2baa1846
862,0,2,male,21.0,1,0,28134,11.5,,S,2d2c9371
863,1,1,female,48.0,0,0,17466,25.9292,D17,S,2b8ce320
864,0,3,female,,8,2,CA. 2343,69.55,,S,20335214
865,0,2,male,24.0,0,0,233866,13.0,,S,1e7bb740
866,1,2,female,42.0,0,0,236852,13.0,,S,da02d723
867,1,2,female,27.0,1,0,SC/PARIS 2149,13.8583,,C,d7d26880
868,0,1,male,31.0,0,0,PC 17590,50.4958,A24,S,9137f33b
869,0,3,male,,0,0,345777,9.5,,S,524975bb
870,1,3,male,4.0,1,1,347742,11.1333,,S,499eb7ba
871,0,3,male,26.0,0,0,349248,7.8958,,S,6e06bd39
872,1,1,female,47.0,1,1,11751,52.5542,D35,S,64f081da
873,0,1,male,33.0,0,0,695,5.0,B51 B53 B55,S,cbfd84d7
874,0,3,male,47.0,0,0,345765,9.0,,S,bc35b13a
875,1,2,female,28.0,1,0,P/PP 3381,24.0,,C,d93a6ea9
876,1,3,female,15.0,0,0,2667,7.225,,C,e0fca02f
877,0,3,male,20.0,0,0,7534,9.8458,,S,b258fc4e
878,0,3,male,19.0,0,0,349212,7.8958,,S,6c6e0958
879,0,3,male,,0,0,349217,7.8958,,S,aa28b9d8
880,1,1,female,56.0,0,1,11767,83.1583,C50,C,092e505b
881,1,2,female,25.0,0,1,230433,26.0,,S,5dc3f65f
882,0,3,male,33.0,0,0,349257,7.8958,,S,940cc80c
883,0,3,female,22.0,0,0,7552,10.5167,,S,a7e9982c
884,0,2,male,28.0,0,0,C.A./SOTON 34068,10.5,,S,91c639a2
885,0,3,male,25.0,0,0,SOTON/OQ 392076,7.05,,S,9657466b
886,0,3,female,39.0,0,5,382652,29.125,,Q,9aacc96c
887,0,2,male,27.0,0,0,211536,13.0,,S,76402650
888,1,1,female,19.0,0,0,112053,30.0,B42,S,9d2c4b80
889,0,3,female,,1,2,W./C. 6607,23.45,,S,a88e28aa
890,1,1,male,26.0,0,0,111369,30.0,C148,C,c59f44f1
891,0,3,male,32.0,0,0,370376,7.75,,Q,f5df0510
